trabajo;est.civ;educacion;mora;vivienda;prestamo;contacto;mes;presultado;suscrito
Ejecutivo;Soltero;Superior;no;si;no;teléfono;Enero;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Febrero;desconocido;si
Obrero;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
admin.;Casado;primaria;no;no;no;desconocido;Junio;desconocido;no
Obrero;Casado;primaria;no;si;no;celular;Mayo;desconocido;no
Tecnico;Divorciado;secundaria;no;si;si;celular;Agosto;desconocido;no
Tecnico;Casado;secundaria;no;no;no;teléfono;Julio;desconocido;no
Ejecutivo;Divorciado;Superior;no;no;no;desconocido;Junio;desconocido;no
empresario;Casado;desconocido;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Soltero;Superior;no;no;no;celular;Julio;desconocido;no
empresario;Casado;secundaria;no;no;no;desconocido;Junio;desconocido;no
Ejecutivo;Soltero;Superior;no;no;no;celular;Agosto;desconocido;si
Estudiante;Soltero;secundaria;no;si;no;celular;Marzo;desconocido;no
Obrero;Casado;secundaria;no;no;no;desconocido;Junio;desconocido;no
Retirado;Divorciado;secundaria;no;no;no;celular;Mayo;desconocido;si
Ejecutivo;Soltero;Superior;no;si;no;desconocido;Junio;desconocido;no
Obrero;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;desconocido;no;no;no;celular;Octubre;éxito;si
empresario;Casado;Superior;no;no;no;desconocido;Junio;desconocido;no
Obrero;Casado;primaria;no;si;si;desconocido;Mayo;desconocido;no
Servis;Casado;secundaria;no;no;si;celular;Agosto;desconocido;no
Obrero;Casado;secundaria;no;no;no;desconocido;Junio;desconocido;no
Tecnico;Casado;Superior;no;no;no;teléfono;Agosto;desconocido;no
Ejecutivo;Casado;secundaria;no;si;no;celular;abril;fracaso;no
Estudiante;Casado;desconocido;no;no;no;desconocido;Junio;desconocido;no
Servis;Casado;secundaria;no;si;no;celular;Febrero;fracaso;no
Retirado;Casado;secundaria;no;no;no;teléfono;Junio;fracaso;si
Ejecutivo;Soltero;Superior;no;si;no;desconocido;Mayo;desconocido;no
Servis;Casado;primaria;si;si;no;desconocido;Junio;desconocido;no
Obrero;Casado;Superior;no;no;no;desconocido;Junio;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Julio;desconocido;no
Independientes;Soltero;secundaria;no;si;no;celular;Enero;desconocido;no
Tecnico;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Ejecutivo;Casado;secundaria;no;si;no;celular;Noviembre;desconocido;si
Ejecutivo;Casado;Superior;no;no;no;teléfono;Mayo;fracaso;no
Servis;Casado;secundaria;no;no;no;celular;Junio;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;Noviembre;desconocido;no
Obrero;Casado;primaria;no;si;no;celular;Mayo;fracaso;no
empresario;Casado;Superior;no;si;no;celular;Noviembre;fracaso;no
Ejecutivo;Soltero;Superior;no;si;no;celular;Mayo;desconocido;no
Servis;Casado;desconocido;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Divorciado;primaria;no;si;no;teléfono;Mayo;fracaso;no
Ejecutivo;Soltero;Superior;no;no;no;desconocido;Mayo;desconocido;no
admin.;Soltero;secundaria;no;no;no;celular;abril;desconocido;no
Obrero;Casado;secundaria;si;si;no;celular;Mayo;desconocido;no
Independientes;Casado;secundaria;no;no;no;celular;Julio;desconocido;no
admin.;Casado;secundaria;no;si;no;celular;Junio;desconocido;si
Tecnico;Soltero;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Soltero;Superior;no;no;no;desconocido;Mayo;desconocido;si
Obrero;Casado;primaria;no;no;no;desconocido;Junio;desconocido;no
Obrero;Soltero;secundaria;no;si;si;celular;Julio;desconocido;no
Ejecutivo;Soltero;Superior;no;no;no;celular;Marzo;fracaso;no
Servis;Casado;secundaria;no;no;no;celular;Julio;desconocido;no
Tecnico;Soltero;Superior;no;no;no;celular;Enero;desconocido;no
Tecnico;Casado;secundaria;no;no;si;celular;Agosto;desconocido;no
Servis;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
admin.;Casado;secundaria;no;si;si;celular;Mayo;éxito;si
Tecnico;Casado;secundaria;no;si;no;desconocido;Setiembre;otro;si
Ejecutivo;Soltero;secundaria;no;no;no;celular;Marzo;desconocido;si
Ejecutivo;Divorciado;Superior;no;si;no;celular;Mayo;fracaso;no
admin.;Casado;secundaria;no;si;no;celular;abril;fracaso;no
Independientes;Casado;Superior;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;no;si;celular;Agosto;desconocido;no
Retirado;Casado;primaria;no;no;no;teléfono;Junio;fracaso;si
Servis;Divorciado;primaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Divorciado;Superior;no;no;no;celular;Enero;desconocido;no
Estudiante;Soltero;secundaria;no;no;no;teléfono;Junio;desconocido;no
Tecnico;Casado;Superior;no;no;no;celular;Julio;desconocido;no
Obrero;Casado;primaria;no;si;no;celular;Mayo;desconocido;no
admin.;Soltero;secundaria;no;no;no;celular;Marzo;otro;no
Ejecutivo;Soltero;Superior;no;no;si;celular;Febrero;desconocido;no
admin.;Soltero;secundaria;no;si;no;celular;Mayo;desconocido;no
Tecnico;Casado;secundaria;no;no;no;celular;Marzo;desconocido;no
Emple_hogar;Casado;primaria;no;si;no;celular;Julio;desconocido;no
Tecnico;Soltero;secundaria;no;si;no;celular;Julio;desconocido;no
admin.;Soltero;Superior;no;no;no;celular;Enero;desconocido;no
Servis;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Independientes;Casado;Superior;no;si;si;desconocido;Junio;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Julio;desconocido;no
Obrero;Casado;primaria;no;si;si;celular;Julio;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Mayo;desconocido;no
Tecnico;Casado;secundaria;no;si;no;celular;Agosto;desconocido;no
Independientes;Soltero;Superior;no;no;no;desconocido;Junio;desconocido;no
Retirado;Divorciado;desconocido;no;no;no;celular;Agosto;desconocido;no
Tecnico;Divorciado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Soltero;secundaria;no;no;no;celular;Marzo;desconocido;no
Tecnico;Divorciado;Superior;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Casado;primaria;no;no;no;celular;Agosto;desconocido;no
Independientes;Casado;secundaria;no;no;no;celular;abril;éxito;no
Tecnico;Casado;secundaria;no;no;no;desconocido;Junio;desconocido;no
Ejecutivo;Soltero;Superior;no;si;no;celular;Julio;desconocido;no
Obrero;Casado;primaria;no;si;no;celular;Noviembre;desconocido;no
Obrero;Casado;primaria;no;si;no;celular;abril;desconocido;no
admin.;Casado;secundaria;no;no;no;celular;Agosto;otro;si
Obrero;Casado;secundaria;no;si;no;celular;Mayo;otro;no
Servis;Casado;secundaria;no;no;no;celular;Julio;desconocido;no
admin.;Casado;secundaria;no;si;no;celular;Mayo;fracaso;no
Ejecutivo;Casado;Superior;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Casado;primaria;no;si;no;desconocido;Mayo;desconocido;no
admin.;Casado;secundaria;no;si;no;desconocido;Junio;desconocido;no
Servis;Casado;secundaria;no;si;no;celular;abril;fracaso;no
Ejecutivo;Soltero;Superior;no;si;no;celular;Setiembre;fracaso;no
Servis;Divorciado;secundaria;no;si;no;teléfono;Noviembre;desconocido;no
Ejecutivo;Casado;Superior;no;no;si;celular;Junio;desconocido;no
Obrero;Casado;desconocido;no;si;no;desconocido;Mayo;desconocido;no
Servis;Soltero;secundaria;no;no;no;teléfono;Junio;otro;no
Obrero;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Retirado;Casado;primaria;no;no;no;celular;Agosto;desconocido;no
Tecnico;Soltero;secundaria;no;si;si;desconocido;Junio;desconocido;no
Tecnico;Casado;Superior;no;no;no;celular;Noviembre;desconocido;si
Obrero;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Soltero;secundaria;no;no;si;celular;Enero;fracaso;no
Tecnico;Soltero;Superior;no;no;no;celular;Agosto;desconocido;no
Tecnico;Casado;secundaria;no;no;no;teléfono;Enero;desconocido;no
Ejecutivo;Casado;desconocido;no;si;no;teléfono;Mayo;desconocido;no
Ejecutivo;Divorciado;Superior;no;si;no;celular;abril;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Julio;desconocido;no
Obrero;Casado;primaria;no;si;no;celular;Mayo;otro;no
admin.;Soltero;secundaria;no;no;no;desconocido;Junio;desconocido;no
Desempleado;Soltero;Superior;no;si;no;desconocido;Junio;desconocido;no
Obrero;Divorciado;desconocido;no;si;no;celular;Mayo;desconocido;no
Obrero;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Divorciado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Soltero;secundaria;no;si;no;celular;abril;otro;si
admin.;Divorciado;desconocido;no;no;no;celular;Noviembre;desconocido;no
Obrero;Casado;primaria;no;si;no;celular;Febrero;desconocido;no
Obrero;Divorciado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Retirado;Divorciado;primaria;no;no;no;celular;Marzo;desconocido;no
Obrero;Soltero;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Casado;primaria;si;si;no;desconocido;Mayo;desconocido;no
Servis;Soltero;secundaria;no;si;no;celular;Mayo;desconocido;si
Ejecutivo;Soltero;Superior;no;si;no;celular;Julio;desconocido;no
Tecnico;Soltero;Superior;no;si;no;celular;Mayo;desconocido;no
admin.;Casado;secundaria;no;si;no;celular;Enero;éxito;no
Retirado;Casado;secundaria;no;no;no;teléfono;Julio;desconocido;no
admin.;Divorciado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Estudiante;Soltero;Superior;no;no;no;celular;Agosto;otro;no
Ejecutivo;Casado;Superior;no;no;no;celular;Agosto;éxito;si
empresario;Casado;secundaria;no;no;si;celular;Mayo;otro;no
Independientes;Casado;secundaria;no;si;si;desconocido;Mayo;desconocido;no
Servis;Casado;secundaria;no;si;no;celular;Mayo;desconocido;no
Obrero;Casado;primaria;no;si;no;desconocido;Junio;desconocido;no
Obrero;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Retirado;Soltero;secundaria;no;si;no;desconocido;Mayo;desconocido;si
desconocido;Casado;primaria;no;no;no;celular;Agosto;desconocido;no
Obrero;Soltero;secundaria;no;si;no;desconocido;Junio;desconocido;no
admin.;Soltero;secundaria;no;si;no;celular;abril;desconocido;no
Retirado;Casado;secundaria;no;no;no;teléfono;Julio;desconocido;si
empresario;Casado;Superior;no;si;no;celular;Julio;desconocido;no
Retirado;Casado;Superior;no;no;no;celular;Octubre;éxito;si
Retirado;Casado;primaria;no;no;si;teléfono;Julio;desconocido;no
Obrero;Casado;secundaria;no;si;si;desconocido;Mayo;desconocido;no
Emple_hogar;Divorciado;primaria;si;no;no;desconocido;Junio;desconocido;si
desconocido;Casado;desconocido;no;no;no;celular;Agosto;desconocido;no
Retirado;Casado;primaria;no;no;no;celular;Julio;éxito;no
Tecnico;Soltero;secundaria;no;si;no;celular;Agosto;desconocido;no
Tecnico;Divorciado;primaria;no;si;no;celular;Mayo;fracaso;no
Independientes;Casado;secundaria;no;si;no;celular;Julio;desconocido;no
Tecnico;Soltero;Superior;no;si;no;desconocido;Mayo;desconocido;si
admin.;Casado;secundaria;no;si;no;celular;Agosto;desconocido;no
Obrero;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;si;si;celular;Julio;desconocido;si
Independientes;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Servis;Casado;secundaria;no;no;no;celular;Mayo;desconocido;no
Tecnico;Casado;secundaria;no;si;no;celular;Enero;desconocido;no
admin.;Casado;secundaria;no;si;no;celular;Mayo;desconocido;no
Servis;Soltero;primaria;no;si;no;desconocido;Junio;desconocido;si
Tecnico;Casado;Superior;no;no;no;celular;Enero;desconocido;no
admin.;Casado;secundaria;no;si;si;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Noviembre;fracaso;no
Ejecutivo;Casado;Superior;no;si;no;celular;Agosto;desconocido;si
Tecnico;Soltero;secundaria;no;no;no;celular;Agosto;desconocido;no
Tecnico;Casado;desconocido;no;no;no;celular;Julio;desconocido;no
Tecnico;Soltero;Superior;no;si;no;celular;Junio;desconocido;no
desconocido;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Tecnico;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Casado;secundaria;no;no;si;celular;Junio;desconocido;si
Servis;Casado;secundaria;no;si;no;celular;Julio;desconocido;no
admin.;Casado;Superior;no;no;si;celular;Mayo;desconocido;no
Servis;Divorciado;secundaria;no;no;no;celular;Marzo;desconocido;si
Ejecutivo;Casado;Superior;no;si;no;celular;Mayo;fracaso;no
Tecnico;Casado;secundaria;no;no;no;celular;Junio;éxito;si
Obrero;Casado;primaria;no;no;no;celular;Noviembre;desconocido;no
Tecnico;Soltero;Superior;no;si;no;celular;Mayo;otro;no
Servis;Casado;secundaria;no;si;no;teléfono;abril;desconocido;no
Obrero;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
admin.;Divorciado;secundaria;no;no;no;celular;Febrero;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;desconocido;Junio;desconocido;no
Obrero;Soltero;secundaria;no;si;no;celular;Mayo;desconocido;no
Servis;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Soltero;Superior;no;si;no;celular;Diciembre;fracaso;no
Obrero;Casado;primaria;no;no;no;celular;Marzo;desconocido;no
Independientes;Casado;Superior;no;no;no;celular;Noviembre;desconocido;no
Ejecutivo;Soltero;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;Mayo;fracaso;no
Tecnico;Soltero;Superior;no;si;no;desconocido;Junio;desconocido;no
empresario;Casado;primaria;no;si;si;desconocido;Mayo;desconocido;no
Tecnico;Soltero;secundaria;no;no;no;celular;Febrero;éxito;si
Tecnico;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
empresario;Casado;primaria;no;si;no;celular;Noviembre;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
desconocido;Soltero;Superior;no;no;no;teléfono;Enero;desconocido;no
admin.;Soltero;secundaria;no;no;no;celular;Julio;desconocido;no
Tecnico;Casado;secundaria;no;si;no;celular;Julio;desconocido;no
Tecnico;Casado;Superior;no;si;no;celular;Agosto;desconocido;no
Tecnico;Soltero;Superior;no;no;si;celular;Agosto;desconocido;no
Servis;Soltero;secundaria;no;no;no;celular;Julio;desconocido;no
Obrero;Casado;secundaria;no;si;si;celular;Julio;desconocido;no
Desempleado;Soltero;secundaria;no;no;no;celular;Enero;desconocido;no
Retirado;Casado;Superior;no;no;si;celular;Julio;desconocido;no
Obrero;Divorciado;primaria;no;no;no;teléfono;Julio;desconocido;no
Ejecutivo;Casado;Superior;no;no;si;desconocido;Junio;desconocido;no
Servis;Casado;secundaria;no;si;no;celular;Febrero;desconocido;no
Tecnico;Casado;secundaria;no;no;no;desconocido;Mayo;desconocido;si
admin.;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Retirado;Casado;secundaria;no;si;si;celular;Agosto;desconocido;no
admin.;Divorciado;secundaria;no;no;no;celular;Agosto;desconocido;si
admin.;Casado;secundaria;no;no;no;teléfono;Junio;desconocido;no
empresario;Soltero;secundaria;no;no;no;celular;Julio;desconocido;no
Ejecutivo;Casado;Superior;no;no;si;teléfono;Julio;desconocido;no
Tecnico;Soltero;secundaria;si;no;no;desconocido;Junio;desconocido;no
admin.;Divorciado;secundaria;no;no;no;celular;Enero;desconocido;si
Tecnico;Casado;secundaria;no;si;no;celular;Noviembre;fracaso;no
Desempleado;Soltero;secundaria;no;no;no;celular;Noviembre;desconocido;no
admin.;Soltero;secundaria;no;no;no;celular;Julio;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;Mayo;desconocido;no
Tecnico;Casado;secundaria;no;si;si;celular;Agosto;desconocido;no
Emple_hogar;Casado;primaria;no;si;no;teléfono;Julio;desconocido;no
Independientes;Casado;Superior;no;si;no;celular;Julio;desconocido;no
desconocido;Casado;desconocido;no;no;no;teléfono;Enero;desconocido;no
Tecnico;Casado;secundaria;no;no;no;celular;abril;fracaso;no
Desempleado;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Mayo;otro;no
Obrero;Casado;secundaria;no;si;no;celular;abril;fracaso;no
empresario;Casado;primaria;no;si;si;celular;Noviembre;desconocido;no
Tecnico;Soltero;secundaria;no;si;no;celular;Mayo;desconocido;no
Obrero;Casado;primaria;no;si;si;celular;Noviembre;otro;no
Obrero;Soltero;desconocido;no;si;no;desconocido;Junio;desconocido;no
admin.;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Tecnico;Divorciado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Soltero;secundaria;no;no;no;celular;Julio;desconocido;no
Ejecutivo;Soltero;secundaria;no;no;no;celular;Octubre;desconocido;no
Servis;Casado;secundaria;no;si;no;teléfono;Noviembre;desconocido;no
Obrero;Casado;primaria;no;si;no;celular;Noviembre;desconocido;no
Tecnico;Casado;secundaria;no;no;no;celular;Mayo;desconocido;si
Obrero;Soltero;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Divorciado;Superior;no;si;si;teléfono;Noviembre;desconocido;si
Servis;Casado;secundaria;no;si;no;celular;Mayo;fracaso;no
Tecnico;Soltero;secundaria;no;no;no;celular;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Agosto;desconocido;no
Obrero;Divorciado;secundaria;no;si;no;teléfono;Noviembre;otro;no
Obrero;Casado;secundaria;no;si;no;celular;abril;desconocido;no
admin.;Divorciado;secundaria;no;no;no;celular;Julio;desconocido;no
Independientes;Casado;secundaria;no;si;no;celular;Noviembre;fracaso;no
empresario;Casado;secundaria;no;no;no;celular;Julio;desconocido;no
Estudiante;Soltero;desconocido;no;no;no;celular;Julio;desconocido;no
Ejecutivo;Casado;Superior;no;no;si;celular;Enero;desconocido;no
admin.;Casado;secundaria;no;si;no;teléfono;Noviembre;desconocido;no
Obrero;Casado;secundaria;no;no;no;teléfono;Julio;desconocido;no
empresario;Casado;Superior;no;no;si;celular;Febrero;fracaso;no
Servis;Soltero;desconocido;no;si;no;celular;Mayo;fracaso;no
Independientes;Casado;secundaria;no;si;no;celular;Mayo;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;Mayo;desconocido;no
Obrero;Casado;primaria;no;si;si;celular;Mayo;desconocido;no
Ejecutivo;Soltero;Superior;no;no;no;celular;Noviembre;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;Julio;desconocido;no
Servis;Casado;secundaria;no;si;no;desconocido;Junio;desconocido;no
empresario;Casado;Superior;no;si;si;celular;Julio;desconocido;no
Ejecutivo;Casado;primaria;no;no;si;desconocido;Junio;desconocido;no
Estudiante;Soltero;Superior;no;no;no;celular;Febrero;desconocido;si
admin.;Soltero;secundaria;no;si;no;celular;abril;desconocido;no
admin.;Soltero;secundaria;no;si;no;desconocido;Julio;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Agosto;desconocido;no
Servis;Casado;desconocido;no;no;si;celular;Noviembre;éxito;no
Obrero;Casado;primaria;no;si;no;desconocido;Mayo;desconocido;no
empresario;Casado;secundaria;no;no;no;celular;Julio;desconocido;no
Obrero;Divorciado;desconocido;no;si;no;desconocido;Mayo;desconocido;no
Desempleado;Divorciado;secundaria;no;si;si;celular;Noviembre;desconocido;no
empresario;Casado;primaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Noviembre;desconocido;no
Tecnico;Soltero;secundaria;no;si;no;desconocido;Mayo;desconocido;no
desconocido;Soltero;desconocido;no;no;no;teléfono;Enero;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
Obrero;Casado;primaria;no;si;no;celular;Mayo;otro;no
Obrero;Casado;secundaria;no;si;no;celular;Julio;desconocido;no
Obrero;Casado;secundaria;no;si;no;teléfono;Mayo;desconocido;no
Ejecutivo;Divorciado;desconocido;no;no;no;celular;Febrero;desconocido;si
Obrero;Soltero;primaria;no;si;no;celular;Mayo;otro;no
Ejecutivo;Casado;secundaria;no;si;no;celular;abril;desconocido;no
